student_id,gender,age,attendance,homework_completion,test_scores,participation,study_hours_per_week,parental_education,internet_access,school_support,extra_classes,travel_time_to_school,health_status,number_of_absences,performance
11486,Female,17,71,66,56,92,4,bachelor,yes,yes,yes,41,3,0,0
11487,Female,14,91,73,92,66,8,master,yes,yes,no,49,3,19,1
11488,Male,15,76,71,65,51,5,high_school,yes,yes,no,22,3,16,0
11489,Male,16,56,99,63,87,8,master,yes,no,no,19,1,10,0
11490,Female,16,78,86,54,78,6,bachelor,yes,yes,no,6,3,3,0
11491,Male,18,74,58,52,75,16,master,no,no,yes,47,3,3,0
11492,Male,14,65,100,97,60,8,bachelor,yes,no,yes,59,1,20,1
11493,Female,15,58,93,71,57,17,bachelor,yes,no,no,46,3,6,0
11494,Female,16,74,87,70,73,19,high_school,yes,no,no,54,2,13,0
11495,Female,18,81,91,81,77,16,bachelor,yes,no,no,43,2,14,1
11496,Male,18,61,57,64,75,12,high_school,no,no,yes,47,3,13,0
11497,Male,16,67,94,85,98,19,high_school,no,no,no,31,1,6,1
11498,Female,14,56,75,56,56,8,high_school,yes,no,yes,20,3,12,0
11499,Female,15,99,56,70,86,7,high_school,yes,no,no,31,1,3,1
11500,Female,16,91,52,76,52,17,bachelor,yes,no,no,35,2,16,0
11501,Female,14,70,85,72,87,12,high_school,yes,yes,yes,29,1,19,0
11502,Male,14,98,91,56,78,16,high_school,yes,no,yes,33,5,2,1
11503,Female,15,65,79,87,55,13,master,yes,yes,yes,11,5,6,0
11504,Male,15,81,98,62,79,16,high_school,yes,yes,no,24,2,4,1
11505,Female,15,88,92,60,66,16,high_school,yes,yes,no,49,5,19,1
11506,Female,17,97,97,95,55,2,high_school,yes,no,no,18,4,12,1
11507,Female,17,90,81,75,99,14,master,no,no,yes,56,1,3,1
11508,Male,16,59,74,80,70,17,master,yes,no,yes,37,2,9,0
11509,Male,15,70,85,50,53,4,bachelor,yes,no,no,30,4,16,0
11510,Female,14,79,100,94,53,5,high_school,yes,no,no,49,5,7,1
11511,Female,14,87,92,65,54,16,high_school,yes,no,no,11,3,0,1
11512,Male,14,67,94,96,52,10,high_school,yes,no,no,13,5,15,1
11513,Female,16,72,96,66,95,7,high_school,yes,no,no,56,5,7,1
11514,Female,17,69,73,96,54,13,high_school,yes,no,no,10,4,4,1
11515,Male,14,88,87,51,92,7,master,no,no,no,58,5,7,0
11516,Female,18,67,97,95,61,17,master,yes,yes,no,41,2,0,1
11517,Male,16,86,93,80,92,13,bachelor,yes,no,no,52,2,16,1
11518,Female,14,60,69,59,78,16,high_school,yes,no,yes,38,1,19,0
11519,Female,15,62,93,96,88,13,high_school,yes,no,no,16,4,1,1
11520,Male,18,83,72,94,78,3,high_school,yes,yes,yes,15,1,18,1
11521,Male,16,58,63,58,88,16,high_school,no,no,yes,7,5,18,0
11522,Male,17,81,56,77,93,18,high_school,yes,no,no,9,2,9,0
11523,Male,17,89,68,96,50,3,high_school,yes,no,no,31,2,17,1
11524,Female,15,54,78,82,91,20,high_school,yes,yes,yes,34,2,4,0
11525,Female,15,70,64,69,57,17,high_school,yes,yes,yes,35,4,20,0
11526,Female,16,93,75,82,75,4,bachelor,yes,yes,no,44,1,14,1
11527,Female,15,50,60,51,50,12,bachelor,yes,no,yes,20,2,17,0
11528,Female,14,79,59,84,70,16,high_school,no,no,no,10,3,8,0
11529,Male,16,70,62,67,73,4,bachelor,yes,no,no,26,5,9,0
11530,Female,15,89,55,97,67,17,master,yes,no,no,42,5,13,1
11531,Male,15,70,59,92,62,12,high_school,no,yes,no,13,4,6,0
11532,Female,18,83,88,90,54,15,bachelor,yes,no,no,54,4,18,1
11533,Female,17,88,57,98,94,11,bachelor,yes,yes,no,31,1,1,1
11534,Male,14,86,87,75,73,7,bachelor,yes,no,yes,25,3,15,1
11535,Male,14,62,86,52,81,3,bachelor,yes,yes,no,23,1,3,0
11536,Female,18,89,68,86,51,15,high_school,yes,no,no,6,3,12,1
11537,Male,15,52,54,52,87,13,high_school,yes,yes,no,46,3,7,0
11538,Female,15,84,73,73,66,8,bachelor,yes,no,yes,14,2,11,0
11539,Female,15,70,84,98,78,7,high_school,no,no,yes,33,5,4,1
11540,Male,14,57,61,95,97,10,bachelor,yes,yes,no,19,5,14,0
11541,Male,15,88,52,51,55,9,high_school,yes,no,yes,14,4,2,0
11542,Female,14,73,71,98,63,10,high_school,yes,no,no,49,4,0,1
11543,Female,17,71,78,68,68,6,bachelor,no,no,no,49,3,12,0
11544,Male,16,75,71,70,85,2,high_school,yes,yes,yes,51,4,6,0
11545,Female,17,99,80,72,62,17,bachelor,no,yes,yes,8,1,13,1
11546,Male,17,62,52,75,75,18,high_school,yes,yes,no,36,3,0,0
11547,Male,15,73,98,84,63,3,high_school,no,no,no,17,2,13,1
11548,Male,18,75,52,100,89,4,bachelor,yes,no,no,40,3,10,1
11549,Female,14,89,96,82,56,20,bachelor,yes,yes,no,56,3,13,1
11550,Female,17,98,95,59,73,14,high_school,yes,yes,yes,22,1,16,1
11551,Female,15,62,99,86,55,19,bachelor,yes,yes,yes,40,4,10,1
11552,Female,17,63,94,78,59,18,bachelor,yes,yes,yes,52,5,7,0
11553,Female,18,73,89,75,55,16,bachelor,yes,no,no,40,4,10,0
11554,Male,16,93,86,55,68,18,high_school,yes,yes,no,20,3,4,1
11555,Female,14,52,57,87,53,12,bachelor,no,no,no,48,1,20,0
11556,Female,15,63,62,90,56,12,master,yes,yes,yes,41,2,3,0
11557,Female,15,84,93,52,53,6,high_school,yes,yes,no,16,3,9,0
11558,Male,14,66,65,58,58,9,high_school,yes,no,no,16,1,14,0
11559,Female,15,60,60,57,81,6,bachelor,yes,yes,no,57,4,6,0
11560,Female,16,57,99,98,92,2,high_school,yes,no,yes,57,3,18,1
11561,Female,15,89,63,88,85,17,bachelor,yes,yes,no,41,4,8,1
11562,Male,15,69,94,77,99,20,bachelor,no,no,yes,45,4,20,1
11563,Male,16,57,81,50,66,9,high_school,yes,yes,yes,24,5,1,0
11564,Male,18,58,79,69,87,1,master,yes,yes,no,9,3,3,0
11565,Male,14,63,58,79,73,4,bachelor,yes,yes,no,54,1,3,0
11566,Male,14,59,84,56,91,13,high_school,yes,no,yes,8,2,10,0
11567,Male,14,85,63,67,57,10,master,yes,yes,no,41,4,2,0
11568,Male,15,53,91,85,64,10,high_school,yes,no,no,25,3,19,0
11569,Male,16,67,93,65,50,16,high_school,yes,yes,yes,6,4,0,0
11570,Female,18,91,71,85,95,13,master,yes,no,no,5,1,15,1
11571,Female,16,64,95,91,61,1,high_school,yes,no,no,57,1,8,1
11572,Female,16,99,77,56,58,12,bachelor,no,no,yes,11,5,13,0
11573,Female,15,57,94,55,86,5,bachelor,yes,no,no,37,1,5,0
11574,Male,17,75,88,90,86,14,bachelor,yes,yes,no,41,5,12,1
11575,Female,16,77,67,68,87,2,high_school,yes,yes,yes,17,1,10,0
11576,Female,14,73,51,79,66,8,high_school,no,yes,no,38,5,15,0
11577,Female,16,65,62,75,80,20,bachelor,no,no,no,43,5,11,0
11578,Female,15,76,77,67,65,20,high_school,yes,no,yes,20,5,8,0
11579,Male,15,77,90,62,85,9,master,yes,no,yes,51,3,11,0
11580,Female,18,81,87,52,65,20,master,yes,no,no,36,1,15,0
11581,Female,16,79,83,63,71,12,bachelor,yes,yes,no,21,4,14,0
11582,Female,15,97,81,62,70,17,bachelor,yes,yes,no,44,1,2,1
11583,Male,17,83,96,50,90,16,bachelor,yes,yes,no,35,4,11,0
11584,Male,14,82,88,67,72,15,high_school,yes,no,no,30,1,12,1
11585,Male,18,63,66,61,78,20,high_school,yes,no,no,17,4,14,0
11586,Male,18,53,83,77,99,2,bachelor,yes,no,no,51,2,18,0
11587,Female,15,69,91,77,69,11,bachelor,yes,no,no,14,5,4,0
11588,Female,14,68,94,67,98,6,bachelor,yes,no,no,14,2,5,0
11589,Male,17,77,94,99,88,2,bachelor,yes,yes,yes,50,5,17,1
11590,Male,16,59,92,51,64,7,master,yes,yes,no,45,5,6,0
11591,Female,17,83,84,83,71,19,high_school,yes,no,no,8,4,6,1
11592,Female,17,88,66,68,97,3,bachelor,yes,yes,no,36,1,2,0
11593,Male,14,91,96,78,55,17,bachelor,yes,yes,no,21,1,17,1
11594,Male,14,86,89,88,81,4,high_school,yes,yes,no,54,5,15,1
11595,Female,16,68,80,95,58,6,master,no,no,no,21,3,11,1
11596,Male,17,97,60,71,53,17,master,yes,yes,no,12,3,1,0
11597,Female,16,80,60,87,70,14,high_school,yes,yes,no,34,2,7,1
11598,Male,17,57,83,65,90,13,high_school,yes,no,no,27,4,16,0
11599,Male,16,51,94,82,75,19,high_school,yes,yes,no,47,5,0,0
11600,Female,17,79,94,57,87,17,master,yes,yes,no,48,1,2,0
11601,Female,15,80,57,92,95,8,bachelor,yes,yes,yes,39,4,18,1
11602,Female,17,65,62,69,100,5,bachelor,yes,yes,no,59,5,19,0
11603,Female,17,83,94,97,83,19,master,yes,no,no,21,5,17,1
11604,Male,17,99,57,76,64,13,high_school,yes,no,no,17,4,12,1
11605,Male,17,51,84,96,68,13,high_school,yes,no,no,41,2,5,0
11606,Female,17,71,100,88,85,2,bachelor,yes,no,no,31,3,14,1
11607,Female,14,51,91,65,74,15,high_school,yes,yes,no,28,1,17,0
11608,Female,17,100,66,65,89,7,bachelor,yes,no,no,56,4,11,1
11609,Male,14,76,95,82,59,17,high_school,no,no,no,53,1,3,1
11610,Male,14,67,72,83,57,13,bachelor,yes,yes,yes,27,1,19,0
11611,Male,17,72,90,84,52,2,high_school,yes,yes,no,37,1,12,1
11612,Female,16,79,72,64,63,2,high_school,yes,yes,no,43,1,17,0
11613,Male,16,81,70,89,77,2,high_school,yes,no,no,37,3,14,1
11614,Male,18,51,63,87,90,7,bachelor,yes,yes,no,22,1,3,0
11615,Female,14,85,93,53,79,20,bachelor,yes,yes,no,50,2,12,0
11616,Male,18,93,62,78,69,14,bachelor,no,no,no,36,4,17,1
11617,Female,16,74,53,70,67,7,master,no,no,no,19,5,5,0
11618,Female,17,73,57,77,70,16,high_school,yes,no,no,58,3,16,0
11619,Female,14,84,78,88,67,12,master,yes,yes,yes,23,3,16,1
11620,Male,17,64,50,51,57,2,high_school,yes,yes,no,55,1,8,0
11621,Female,18,55,79,64,100,15,high_school,yes,yes,no,54,2,10,0
11622,Female,15,100,97,88,59,12,high_school,yes,no,no,21,4,2,1
11623,Female,16,96,85,80,74,9,bachelor,yes,no,yes,17,2,20,1
11624,Male,14,85,99,57,97,11,high_school,yes,no,no,56,5,20,1
11625,Female,18,76,68,72,100,18,master,yes,no,no,55,3,2,0
11626,Male,17,100,91,97,54,20,bachelor,no,no,yes,45,3,15,1
11627,Female,18,70,72,98,87,15,high_school,no,yes,no,12,2,12,1
11628,Female,18,87,86,69,82,18,bachelor,yes,yes,no,19,2,2,1
11629,Male,18,78,94,57,71,2,master,yes,no,yes,45,1,17,0
11630,Male,18,50,93,69,70,5,bachelor,yes,no,yes,12,3,14,0
11631,Female,16,84,55,94,93,19,bachelor,yes,no,no,22,1,6,1
11632,Male,17,91,78,80,93,11,master,yes,yes,no,40,3,5,1
11633,Female,14,80,58,69,59,5,bachelor,yes,no,yes,31,5,8,0
11634,Male,15,99,70,82,73,12,bachelor,yes,yes,no,46,2,8,1
11635,Male,15,79,71,95,60,11,master,yes,no,yes,21,4,12,1
11636,Male,14,94,50,60,55,20,bachelor,yes,no,yes,39,4,4,0
11637,Male,14,75,61,79,77,10,bachelor,yes,no,no,23,5,4,0
11638,Male,14,76,77,75,76,20,high_school,no,no,yes,53,2,20,1
11639,Male,14,77,97,64,66,20,high_school,no,yes,yes,29,5,0,1
11640,Female,14,57,54,55,72,20,bachelor,no,no,no,34,3,5,0
11641,Male,16,62,61,51,84,4,high_school,yes,yes,no,21,4,5,0
11642,Male,16,73,52,79,55,2,bachelor,yes,no,no,18,1,17,0
11643,Male,16,93,80,62,75,12,bachelor,no,no,yes,16,2,8,1
11644,Female,14,70,97,98,89,11,high_school,yes,yes,no,28,2,7,1
11645,Male,17,82,72,62,98,14,high_school,yes,no,yes,18,1,5,0
11646,Male,15,88,75,75,50,15,bachelor,yes,no,no,56,5,17,1
11647,Female,17,62,73,79,51,19,high_school,yes,yes,no,51,4,14,0
11648,Male,14,99,63,55,61,20,bachelor,yes,yes,no,27,2,8,0
11649,Female,14,85,98,83,65,14,high_school,no,no,no,30,2,15,1
11650,Male,17,50,69,63,89,3,bachelor,yes,no,yes,9,2,7,0
11651,Male,17,56,79,79,68,7,high_school,yes,yes,yes,39,1,0,0
11652,Male,15,77,63,85,87,16,bachelor,yes,yes,no,25,4,0,1
11653,Male,14,64,93,52,92,15,master,yes,yes,no,39,2,3,0
11654,Female,15,100,61,51,66,3,master,yes,yes,yes,14,1,10,0
11655,Female,18,64,84,97,70,12,bachelor,yes,no,no,36,5,6,1
11656,Female,14,67,70,57,93,20,bachelor,yes,no,no,38,2,18,0
11657,Male,14,73,89,73,81,1,high_school,yes,yes,no,42,4,18,0
11658,Male,16,98,83,60,80,18,bachelor,yes,yes,yes,27,4,10,1
11659,Female,15,89,96,90,96,7,high_school,yes,yes,no,24,5,12,1
11660,Female,14,53,73,85,85,13,bachelor,no,no,no,6,4,14,0
11661,Male,17,76,55,84,88,6,bachelor,yes,no,no,39,4,9,0
11662,Male,18,90,87,78,92,7,bachelor,yes,no,no,54,4,4,1
11663,Male,17,85,94,65,74,14,bachelor,yes,no,no,15,5,1,1
11664,Male,16,88,75,92,85,7,master,yes,yes,no,20,2,5,1
11665,Female,16,81,55,83,57,7,high_school,yes,yes,no,31,1,13,0
11666,Female,14,64,74,71,67,12,high_school,yes,yes,yes,27,3,12,0
11667,Male,14,59,79,59,83,14,high_school,yes,no,yes,17,5,5,0
11668,Female,14,94,58,62,86,14,bachelor,no,yes,no,41,1,7,0
11669,Female,16,96,89,82,81,7,bachelor,yes,no,yes,23,2,13,1
11670,Female,15,96,95,68,100,17,high_school,no,no,no,58,4,18,1
11671,Female,16,97,68,82,100,7,bachelor,yes,yes,no,33,3,4,1
11672,Male,14,92,57,91,61,10,bachelor,yes,no,yes,17,2,17,1
11673,Female,15,100,98,69,65,5,bachelor,yes,no,no,7,3,14,1
11674,Male,15,83,94,71,89,17,bachelor,yes,no,yes,8,3,8,1
11675,Female,17,58,73,70,90,14,bachelor,yes,no,yes,59,5,15,0
11676,Male,14,75,98,94,58,15,master,yes,yes,yes,43,1,0,1
11677,Male,18,58,93,55,77,13,high_school,yes,yes,no,30,4,7,0
11678,Male,16,87,53,60,70,18,bachelor,yes,no,no,39,3,11,0
11679,Female,16,79,70,87,70,6,bachelor,no,yes,no,44,2,19,1
11680,Male,18,97,87,70,66,9,bachelor,yes,no,no,55,2,4,1
11681,Female,17,87,61,60,97,20,bachelor,yes,yes,no,53,4,8,0
11682,Male,14,52,70,72,58,19,bachelor,no,no,no,49,4,18,0
11683,Male,16,76,88,85,61,14,high_school,yes,yes,no,38,1,17,1
11684,Male,17,89,84,80,80,6,bachelor,yes,yes,yes,26,5,8,1
11685,Male,14,58,64,62,71,16,master,no,no,yes,36,2,13,0
11686,Female,16,87,83,57,85,14,high_school,yes,no,no,47,4,13,0
11687,Male,17,97,55,69,80,1,master,no,no,no,48,1,1,0
11688,Male,14,94,86,91,93,17,master,no,no,yes,57,3,14,1
11689,Male,17,100,86,84,58,6,bachelor,yes,yes,yes,17,3,19,1
11690,Male,17,51,85,57,94,10,bachelor,yes,no,yes,54,1,0,0
11691,Male,18,99,64,81,83,11,bachelor,no,yes,no,35,5,14,1
11692,Female,16,76,58,86,86,11,high_school,yes,yes,no,32,4,3,0
11693,Male,17,67,74,84,53,14,bachelor,yes,no,no,43,2,7,0
11694,Female,17,64,56,66,71,12,high_school,yes,no,no,22,5,15,0
11695,Male,18,51,77,90,76,9,high_school,yes,yes,no,40,3,0,0
11696,Female,15,78,50,57,65,18,master,yes,yes,no,26,1,11,0
11697,Female,16,74,99,54,83,7,high_school,yes,no,no,14,1,6,0
11698,Male,17,86,96,64,91,14,high_school,yes,no,no,30,2,9,1
11699,Female,14,63,51,97,62,9,high_school,no,no,yes,11,2,8,0
11700,Female,14,76,73,78,66,20,bachelor,yes,yes,no,11,3,7,0
11701,Female,17,68,69,93,88,8,bachelor,yes,yes,no,11,1,8,1
11702,Female,16,62,88,89,71,17,bachelor,yes,yes,yes,21,2,7,1
11703,Male,14,94,67,73,91,2,high_school,yes,no,no,6,3,13,1
11704,Male,18,61,81,77,77,14,bachelor,yes,no,no,29,4,3,0
11705,Male,15,52,50,66,56,16,bachelor,yes,yes,no,9,3,6,0
11706,Male,15,84,98,65,89,18,high_school,yes,yes,no,51,3,8,1
11707,Male,15,99,74,75,63,14,bachelor,yes,yes,yes,18,1,3,1
11708,Female,17,96,64,81,67,14,bachelor,yes,no,yes,5,2,19,1
11709,Female,15,59,73,83,77,8,bachelor,yes,no,no,5,1,3,0
11710,Female,14,65,54,83,72,11,high_school,no,no,yes,54,1,18,0
11711,Male,18,73,60,100,66,5,high_school,yes,no,no,17,3,19,1
11712,Female,14,91,81,57,78,8,bachelor,no,yes,yes,23,4,6,0
11713,Female,14,70,71,91,59,10,high_school,yes,yes,yes,56,5,15,0
11714,Male,14,66,79,75,95,19,high_school,yes,yes,no,57,5,16,0
11715,Female,18,90,89,94,98,19,high_school,yes,no,yes,11,1,0,1
11716,Male,18,55,75,51,81,16,high_school,yes,yes,no,58,5,4,0
11717,Male,17,84,79,97,55,15,high_school,yes,yes,no,19,5,15,1
11718,Female,17,62,93,91,95,2,high_school,yes,no,no,33,3,8,1
11719,Male,16,60,74,71,91,14,high_school,yes,no,yes,13,4,20,0
11720,Female,15,71,78,58,54,8,master,yes,no,no,15,1,20,0
11721,Male,15,50,88,95,54,17,bachelor,yes,no,no,26,2,20,0
11722,Male,16,59,96,88,83,12,bachelor,yes,yes,yes,55,4,15,1
11723,Male,16,51,54,60,74,3,bachelor,yes,no,no,39,5,10,0
11724,Male,16,80,94,57,69,10,high_school,yes,yes,no,38,4,17,0
11725,Female,16,53,69,58,65,6,bachelor,yes,yes,no,29,4,8,0
11726,Male,16,94,90,87,68,14,master,yes,no,no,25,3,4,1
11727,Female,18,99,95,65,63,9,high_school,yes,no,no,51,5,14,1
11728,Male,17,57,83,89,50,17,high_school,yes,yes,no,55,5,19,0
11729,Female,15,99,51,96,63,18,master,yes,no,no,45,5,10,1
11730,Male,18,78,60,54,98,4,master,yes,yes,no,19,3,1,0
11731,Female,14,61,74,66,59,18,high_school,no,no,yes,55,2,12,0
11732,Male,15,67,65,66,56,12,bachelor,yes,yes,yes,38,2,4,0
11733,Male,18,52,68,94,93,3,master,yes,no,yes,10,4,12,0
11734,Male,16,67,78,84,87,16,bachelor,no,no,no,24,3,11,1
11735,Male,16,68,53,82,51,13,bachelor,yes,no,yes,49,2,18,0
11736,Male,17,82,90,98,59,18,master,yes,yes,no,23,1,18,1
11737,Female,14,91,72,53,87,4,high_school,yes,no,no,9,1,11,0
11738,Female,18,86,60,60,62,14,high_school,yes,yes,no,12,1,17,0
11739,Male,16,93,93,67,59,7,bachelor,no,yes,yes,54,4,13,1
11740,Female,15,79,79,67,80,12,high_school,yes,yes,no,52,5,19,0
11741,Male,14,99,84,72,91,1,high_school,yes,no,no,42,3,18,1
11742,Female,17,69,52,57,89,7,high_school,yes,no,no,6,5,5,0
11743,Male,17,97,91,85,81,13,high_school,yes,no,no,46,5,13,1
11744,Male,14,60,72,99,60,17,high_school,yes,yes,no,6,3,10,0
11745,Male,15,84,64,92,60,20,bachelor,yes,no,no,32,1,10,1
11746,Female,16,77,50,54,59,10,master,yes,yes,no,50,2,3,0
11747,Female,15,67,62,100,54,20,master,yes,no,yes,6,3,17,0
11748,Female,17,59,71,66,71,11,bachelor,yes,no,yes,23,1,3,0
11749,Female,15,95,85,77,63,4,high_school,no,no,yes,10,1,20,1
11750,Male,17,79,80,89,53,5,high_school,yes,yes,no,10,5,18,1
11751,Male,16,57,58,64,85,9,master,yes,no,no,11,3,14,0
11752,Male,18,68,88,55,68,17,bachelor,no,yes,no,46,3,10,0
11753,Female,15,92,72,52,52,18,high_school,yes,yes,no,29,3,19,0
11754,Male,15,78,71,99,64,7,master,yes,yes,no,14,5,19,1
11755,Male,18,81,59,62,96,18,bachelor,yes,no,no,27,4,19,0
11756,Female,14,52,70,51,53,1,high_school,yes,no,no,19,1,0,0
11757,Female,16,93,50,88,68,13,master,yes,yes,yes,30,4,11,1
11758,Male,18,77,63,71,79,12,bachelor,yes,yes,no,24,4,5,0
11759,Female,16,91,90,83,88,9,master,yes,no,no,48,5,0,1
11760,Male,14,67,94,78,81,1,high_school,no,yes,no,9,2,15,1
11761,Female,15,59,85,82,72,8,bachelor,yes,no,no,9,2,16,0
11762,Female,14,77,87,71,64,5,high_school,no,no,no,19,2,17,0
11763,Female,14,70,87,51,76,17,bachelor,yes,no,yes,36,5,3,0
11764,Male,17,68,51,75,83,14,bachelor,yes,no,no,19,4,1,0
11765,Male,17,68,58,56,79,13,bachelor,yes,yes,no,31,4,2,0
11766,Male,18,64,95,58,94,4,high_school,yes,yes,yes,57,3,1,0
11767,Female,16,77,72,89,98,13,high_school,no,no,yes,11,1,11,1
11768,Female,18,63,95,64,52,15,high_school,no,no,no,55,4,13,0
11769,Male,18,100,53,63,65,20,high_school,yes,no,yes,28,1,5,0
11770,Male,16,64,78,52,60,3,high_school,yes,no,no,32,2,17,0
11771,Male,14,97,65,59,82,4,bachelor,yes,no,no,7,5,11,0
11772,Male,14,93,62,73,93,16,high_school,yes,yes,yes,36,5,4,1
11773,Female,17,70,96,61,100,19,high_school,yes,no,no,25,3,20,1
11774,Female,14,50,61,63,55,1,bachelor,yes,no,no,26,2,10,0
11775,Male,16,91,55,55,69,2,high_school,yes,no,yes,30,2,9,0
11776,Male,15,55,72,77,98,14,bachelor,yes,no,no,41,1,1,0
11777,Female,14,93,100,71,80,7,bachelor,no,no,no,45,5,15,1
11778,Male,17,92,93,96,99,19,bachelor,yes,no,no,52,5,10,1
11779,Male,18,99,94,53,98,4,bachelor,yes,yes,no,52,4,2,1
11780,Male,15,89,87,71,63,17,master,yes,yes,no,25,3,15,1
11781,Female,15,64,50,73,61,10,high_school,no,no,yes,50,2,9,0
11782,Male,17,80,60,65,58,15,high_school,yes,no,no,18,3,8,0
11783,Male,17,88,75,57,73,8,high_school,yes,yes,no,23,2,8,0
11784,Female,15,93,97,53,86,8,high_school,yes,no,yes,5,4,5,1
11785,Male,17,60,54,99,73,15,master,yes,no,no,22,4,12,0
11786,Male,18,79,50,71,67,14,high_school,yes,yes,no,9,3,15,0
11787,Female,18,61,69,67,83,13,master,yes,yes,no,31,1,16,0
11788,Female,18,99,89,80,52,17,master,yes,yes,no,54,2,5,1
11789,Male,17,57,94,57,68,6,bachelor,yes,yes,no,33,2,16,0
11790,Female,14,88,78,94,52,19,bachelor,no,yes,yes,51,5,10,1
11791,Female,15,84,55,52,54,9,high_school,yes,no,yes,32,3,12,0
11792,Male,18,87,92,70,76,14,master,yes,no,yes,10,1,10,1
11793,Female,14,66,88,56,79,1,bachelor,yes,yes,no,29,3,7,0
11794,Female,18,79,100,57,98,19,high_school,yes,no,yes,48,3,14,1
11795,Male,17,93,76,62,63,5,master,yes,no,yes,58,5,15,0
11796,Male,17,56,97,76,94,3,high_school,no,no,no,19,4,2,0
11797,Male,15,95,99,100,95,20,bachelor,yes,yes,yes,36,5,7,1
11798,Male,15,88,69,67,99,15,high_school,yes,yes,yes,56,3,20,1
11799,Female,18,51,89,92,67,13,high_school,yes,yes,no,45,1,16,0
11800,Male,14,50,51,53,63,4,master,no,no,no,6,2,18,0
11801,Female,17,74,91,98,57,14,bachelor,no,no,yes,25,5,15,1
11802,Female,15,76,89,90,67,3,bachelor,yes,yes,yes,53,4,14,1
11803,Female,18,76,66,89,51,17,bachelor,yes,no,no,54,5,4,0
11804,Male,14,90,83,83,100,3,bachelor,yes,no,yes,21,3,0,1
11805,Male,18,53,82,66,77,18,high_school,yes,yes,yes,30,2,17,0
11806,Female,16,76,65,59,89,12,master,yes,yes,no,26,4,10,0
11807,Female,17,100,50,76,52,12,high_school,yes,yes,no,34,1,20,0
11808,Female,18,86,50,91,98,4,bachelor,yes,yes,no,19,3,7,1
11809,Female,17,72,64,76,80,7,high_school,yes,yes,no,51,2,9,0
11810,Male,15,53,96,92,71,3,master,yes,yes,no,19,3,14,1
11811,Female,14,63,97,50,98,8,high_school,no,no,no,54,2,9,0
11812,Male,18,75,77,61,69,17,high_school,no,no,no,18,3,11,0
11813,Female,17,67,93,51,51,17,high_school,yes,yes,yes,14,2,18,0
11814,Male,15,50,73,85,74,4,high_school,yes,no,no,35,2,18,0
11815,Female,18,61,59,80,94,20,high_school,yes,no,no,27,2,2,0
11816,Female,17,94,89,88,57,18,high_school,yes,no,no,45,3,3,1
11817,Male,18,54,88,58,56,9,master,yes,no,no,24,2,3,0
11818,Male,14,50,66,94,73,7,bachelor,no,yes,no,13,3,2,0
11819,Male,15,61,70,52,64,10,high_school,no,no,no,37,3,19,0
11820,Female,15,78,89,82,53,4,high_school,no,no,no,33,5,19,1
11821,Female,14,72,94,67,98,1,high_school,no,no,no,58,2,15,1
11822,Male,17,86,76,71,100,5,master,no,no,no,38,3,16,1
11823,Male,16,94,56,74,52,15,high_school,yes,yes,no,33,2,9,0
11824,Male,14,86,89,63,53,20,bachelor,yes,yes,yes,32,4,1,0
11825,Male,18,80,82,88,77,9,high_school,yes,yes,no,32,2,16,1
11826,Male,18,72,62,59,65,6,bachelor,yes,no,no,52,3,19,0
11827,Female,16,77,90,64,62,10,master,yes,no,no,56,5,16,0
11828,Male,17,87,62,66,64,4,bachelor,yes,no,yes,32,5,10,0
11829,Female,17,84,83,76,59,13,high_school,no,no,no,24,5,20,1
11830,Female,18,72,99,70,97,11,bachelor,no,no,yes,14,1,11,1
11831,Male,18,100,82,67,63,1,master,yes,no,no,53,3,19,1
11832,Female,17,64,85,96,71,14,high_school,yes,no,no,58,1,8,1
11833,Female,16,88,72,92,51,2,bachelor,no,no,no,42,3,19,1
11834,Male,17,52,88,56,85,5,high_school,yes,yes,yes,53,2,3,0
11835,Female,18,65,97,80,83,18,master,yes,no,no,5,2,7,1
11836,Female,16,64,97,98,66,12,high_school,yes,yes,yes,14,4,5,1
11837,Female,18,83,81,100,91,4,high_school,no,no,no,48,2,6,1
11838,Male,17,73,73,75,74,4,master,yes,yes,yes,11,2,14,0
11839,Female,17,50,99,74,65,5,master,yes,no,no,23,4,5,0
11840,Male,15,98,88,88,58,13,master,no,yes,no,56,1,14,1
11841,Male,18,99,69,57,81,15,bachelor,yes,yes,no,25,1,8,1
11842,Female,16,78,80,55,53,11,high_school,yes,no,yes,33,2,2,0
11843,Female,14,93,64,96,70,14,bachelor,yes,yes,no,35,1,18,1
11844,Male,17,52,79,84,78,18,bachelor,yes,no,no,56,3,6,0
11845,Female,18,84,99,96,63,4,master,yes,yes,yes,31,5,20,1
11846,Male,18,71,57,64,98,5,bachelor,yes,no,yes,56,4,10,0
11847,Male,15,91,98,79,64,6,bachelor,yes,no,no,59,5,15,1
11848,Female,14,92,83,76,62,4,high_school,yes,yes,yes,31,1,4,1
11849,Male,16,71,80,52,79,3,bachelor,no,yes,yes,10,4,9,0
11850,Male,18,74,81,84,71,7,high_school,no,no,no,58,2,7,1
11851,Male,14,74,85,73,80,7,high_school,no,yes,yes,50,5,9,0
11852,Female,15,81,82,85,77,16,master,yes,no,no,20,2,7,1
11853,Male,15,65,60,55,50,12,high_school,yes,yes,yes,42,4,12,0
11854,Male,15,66,50,81,57,8,high_school,yes,no,no,60,3,13,0
11855,Female,15,96,88,88,59,4,master,yes,yes,yes,29,4,17,1
